Location,CompIndex,CompBenchmark,CompYoYChange,SFDetachIndex,SFDetachBenchmark,SFDetachYoYChange,SFAttachIndex,SFAttachBenchmark,SFAttachYoYChange,THouseIndex,THouseBenchmark,THouseYoYChange,ApartIndex,ApartBenchmark,ApartYoYChange,Date
,,,,,,,,,,,,,,,,2021-04-01
,,,,,,,,,,,,,,,,2021-04-01
,,,,,,,,,,,,,,,,2021-04-01
,,,1,,,,,,,,,,,,,2021-04-01
,,,,,,,,,,,,,,,,2021-04-01
,,,,,,,,,,,,,,,,2021-04-01
,,,,,,,,,,,,,,,,2021-04-01
,,,,,,,,,,,,,,,,2021-04-01
,,,,,,,,,,,,,,,,2021-04-01
,,,,,,,,,,,,,,,,2021-04-01
,,,,,,,,,,,,,,,,2021-05-01
,,,,,,,,,,,,,,,,2021-05-01
,,,,,,,,,,,,,,,,2021-05-01
,,,1,,,,,,,,,,,,,2021-05-01
,,,,,,,,,,,,,,,,2021-05-01
,,,,,,,,,,,,,,,,2021-05-01
,,,,,,,,,,,,,,,,2021-05-01
,,,,,,,,,,,,,,,,2021-05-01
,,,,,,,,,,,,,,,,2021-05-01
,,,,,,,,,,,,,,,,2021-05-01
,,,,,,,,,,,,,,,,2021-06-01
,,,,,,,,,,,,,,,,2021-06-01
,,,,,,,,,,,,,,,,2021-06-01
,,,1,,,,,,,,,,,,,2021-06-01
,,,,,,,,,,,,,,,,2021-06-01
,,,,,,,,,,,,,,,,2021-06-01
,,,,,,,,,,,,,,,,2021-06-01
,,,,,,,,,,,,,,,,2021-06-01
,,,,,,,,,,,,,,,,2021-06-01
,,,,,,,,,,,,,,,,2021-06-01
,,,,,,,,,,,,,,,,2021-07-01
,,,,,,,,,,,,,,,,2021-07-01
,,,,,,,,,,,,,,,,2021-07-01
,,,1,,,,,,,,,,,,,2021-07-01
,,,,,,,,,,,,,,,,2021-07-01
,,,,,,,,,,,,,,,,2021-07-01
,,,,,,,,,,,,,,,,2021-07-01
,,,,,,,,,,,,,,,,2021-07-01
,,,,,,,,,,,,,,,,2021-07-01
,,,,,,,,,,,,,,,,2021-07-01
,,,,,,,,,,,,,,,,2021-08-01
,,,,,,,,,,,,,,,,2021-08-01
,,,,,,,,,,,,,,,,2021-08-01
,,,1,,,,,,,,,,,,,2021-08-01
,,,,,,,,,,,,,,,,2021-08-01
,,,,,,,,,,,,,,,,2021-08-01
,,,,,,,,,,,,,,,,2021-08-01
,,,,,,,,,,,,,,,,2021-08-01
,,,,,,,,,,,,,,,,2021-08-01
,,,,,,,,,,,,,,,,2021-08-01
,,,,,,,,,,,,,,,,2021-09-01
,,,,,,,,,,,,,,,,2021-09-01
,,,,,,,,,,,,,,,,2021-09-01
,,,,,,,,,,,,,,,,2021-09-01
,,,,,,,,,,,,,,,,2021-09-01
,,,,,,,,,,,,,,,,2021-09-01
,,,,,,,,,,,,,,,,2021-10-01
,,,,,,,,,,,,,,,,2021-10-01
,,,,,,,,,,,,,,,,2021-10-01
,,,1,,,,,,,,,,,,,2021-10-01
,,,,,,,,,,,,,,,,2021-10-01
,,,,,,,,,,,,,,,,2021-10-01
,,,,,,,,,,,,,,,,2021-10-01
,,,,,,,,,,,,,,,,2021-10-01
,,,,,,,,,,,,,,,,2021-10-01
,,,,,,,,,,,,,,,,2021-10-01
,,,,,,,,,,,,,,,,2021-11-01
,,,,,,,,,,,,,,,,2021-11-01
,,,,,,,,,,,,,,,,2021-11-01
,,,1,,,,,,,,,,,,,2021-11-01
,,,,,,,,,,,,,,,,2021-11-01
,,,,,,,,,,,,,,,,2021-11-01
,,,,,,,,,,,,,,,,2021-11-01
,,,,,,,,,,,,,,,,2021-11-01
,,,,,,,,,,,,,,,,2021-11-01
,,,,,,,,,,,,,,,,2021-11-01
,,,,,,,,,,,,,,,,2021-12-01
,,,,,,,,,,,,,,,,2021-12-01
,,,,,,,,,,,,,,,,2021-12-01
,,,1,,,,,,,,,,,,,2021-12-01
,,,,,,,,,,,,,,,,2021-12-01
,,,,,,,,,,,,,,,,2021-12-01
,,,,,,,,,,,,,,,,2021-12-01
,,,,,,,,,,,,,,,,2021-12-01
,,,,,,,,,,,,,,,,2021-12-01
,,,,,,,,,,,,,,,,2021-12-01
,,,,,,,,,,,,,,,,2022-01-01
,,,,,,,,,,,,,,,,2022-01-01
,,,,,,,,,,,,,,,,2022-01-01
,,,1,,,,,,,,,,,,,2022-01-01
,,,,,,,,,,,,,,,,2022-01-01
,,,,,,,,,,,,,,,,2022-01-01
,,,,,,,,,,,,,,,,2022-01-01
,,,,,,,,,,,,,,,,2022-01-01
,,,,,,,,,,,,,,,,2022-01-01
,,,,,,,,,,,,,,,,2022-01-01
,,,,,,,,,,,,,,,,2022-02-01
,,,,,,,,,,,,,,,,2022-02-01
,,,,,,,,,,,,,,,,2022-02-01
,,,1,,,,,,,,,,,,,2022-02-01
,,,,,,,,,,,,,,,,2022-02-01
,,,,,,,,,,,,,,,,2022-02-01
,,,,,,,,,,,,,,,,2022-02-01
,,,,,,,,,,,,,,,,2022-02-01
,,,,,,,,,,,,,,,,2022-02-01
,,,,,,,,,,,,,,,,2022-02-01
,,,,,,,,,,,,,,,,2022-03-01
,,,,,,,,,,,,,,,,2022-03-01
,,,,,,,,,,,,,,,,2022-03-01
,,,1,,,,,,,,,,,,,2022-03-01
,,,,,,,,,,,,,,,,2022-03-01
,,,,,,,,,,,,,,,,2022-03-01
,,,,,,,,,,,,,,,,2022-03-01
,,,,,,,,,,,,,,,,2022-03-01
,,,,,,,,,,,,,,,,2022-03-01
,,,,,,,,,,,,,,,,2022-03-01
,,,,,,,,,,,,,,,,2022-04-01
,,,,,,,,,,,,,,,,2022-04-01
,,,,,,,,,,,,,,,,2022-04-01
,,,1,,,,,,,,,,,,,2022-04-01
,,,,,,,,,,,,,,,,2022-04-01
,,,,,,,,,,,,,,,,2022-04-01
,,,,,,,,,,,,,,,,2022-04-01
,,,,,,,,,,,,,,,,2022-04-01
,,,,,,,,,,,,,,,,2022-04-01
,,,,,,,,,,,,,,,,2022-04-01
,,,,,,,,,,,,,,,,2022-05-01
,,,,,,,,,,,,,,,,2022-05-01
,,,,,,,,,,,,,,,,2022-05-01
,,,1,,,,,,,,,,,,,2022-05-01
,,,,,,,,,,,,,,,,2022-05-01
,,,,,,,,,,,,,,,,2022-05-01
,,,,,,,,,,,,,,,,2022-05-01
,,,,,,,,,,,,,,,,2022-05-01
,,,,,,,,,,,,,,,,2022-05-01
,,,,,,,,,,,,,,,,2022-05-01
,,,,,,,,,,,,,,,,2022-06-01
,,,,,,,,,,,,,,,,2022-06-01
,,,,,,,,,,,,,,,,2022-06-01
,,,1,,,,,,,,,,,,,2022-06-01
,,,,,,,,,,,,,,,,2022-06-01
,,,,,,,,,,,,,,,,2022-06-01
,,,,,,,,,,,,,,,,2022-06-01
,,,,,,,,,,,,,,,,2022-06-01
,,,,,,,,,,,,,,,,2022-06-01
,,,,,,,,,,,,,,,,2022-06-01
,,,,,,,,,,,,,,,,2022-07-01
,,,,,,,,,,,,,,,,2022-07-01
,,,,,,,,,,,,,,,,2022-07-01
,,,,,,,,,,,,,,,,2022-07-01
,,,1,,,,,,,,,,,,,2022-07-01
,,,,,,,,,,,,,,,,2022-07-01
,,,,,,,,,,,,,,,,2022-07-01
,,,,,,,,,,,,,,,,2022-07-01
,,,,,,,,,,,,,,,,2022-07-01
,,,,,,,,,,,,,,,,2022-07-01
,,,,,,,,,,,,,,,,2022-07-01
,,,,,,,,,,,,,,,,2022-07-01
,,,,,,,,,,,,,,,,2022-07-01
,,,,,,,,,,,,,,,,2022-07-01
,,,,,,,,,,,,,,,,2022-08-01
,,,,,,,,,,,,,,,,2022-08-01
,,,,,,,,,,,,,,,,2022-08-01
,,,,,,,,,,,,,,,,2022-08-01
,,,1,,,,,,,,,,,,,2022-08-01
,,,,,,,,,,,,,,,,2022-08-01
,,,,,,,,,,,,,,,,2022-08-01
,,,,,,,,,,,,,,,,2022-08-01
,,,,,,,,,,,,,,,,2022-08-01
,,,,,,,,,,,,,,,,2022-08-01
,,,,,,,,,,,,,,,,2022-08-01
,,,,,,,,,,,,,,,,2022-09-01
,,,,,,,,,,,,,,,,2022-09-01
,,,,,,,,,,,,,,,,2022-09-01
,,,,,,,,,,,,,,,,2022-09-01
,,,1,,,,,,,,,,,,,2022-09-01
,,,,,,,,,,,,,,,,2022-09-01
,,,,,,,,,,,,,,,,2022-09-01
,,,,,,,,,,,,,,,,2022-09-01
,,,,,,,,,,,,,,,,2022-09-01
,,,,,,,,,,,,,,,,2022-09-01
,,,,,,,,,,,,,,,,2022-09-01
,,,,,,,,,,,,,,,,2022-09-01
,,,,,,,,,,,,,,,,2022-09-01
,,,,,,,,,,,,,,,,2022-09-01
,,,,,,,,,,,,,,,,2022-10-01
,,,,,,,,,,,,,,,,2022-10-01
,,,,,,,,,,,,,,,,2022-10-01
,,,,,,,,,,,,,,,,2022-10-01
,,,1,,,,,,,,,,,,,2022-10-01
,,,,,,,,,,,,,,,,2022-10-01
,,,,,,,,,,,,,,,,2022-10-01
,,,,,,,,,,,,,,,,2022-10-01
,,,,,,,,,,,,,,,,2022-10-01
,,,,,,,,,,,,,,,,2022-10-01
,,,,,,,,,,,,,,,,2022-10-01
,,,,,,,,,,,,,,,,2022-11-01
,,,,,,,,,,,,,,,,2022-11-01
,,,,,,,,,,,,,,,,2022-11-01
,,,,,,,,,,,,,,,,2022-11-01
,,,1,,,,,,,,,,,,,2022-11-01
,,,,,,,,,,,,,,,,2022-11-01
,,,,,,,,,,,,,,,,2022-11-01
,,,,,,,,,,,,,,,,2022-11-01
,,,,,,,,,,,,,,,,2022-11-01
,,,,,,,,,,,,,,,,2022-11-01
,,,,,,,,,,,,,,,,2022-11-01
,,,,,,,,,,,,,,,,2022-12-01
,,,,,,,,,,,,,,,,2022-12-01
,,,,,,,,,,,,,,,,2022-12-01
,,,,,,,,,,,,,,,,2022-12-01
,,,1,,,,,,,,,,,,,2022-12-01
,,,,,,,,,,,,,,,,2022-12-01
,,,,,,,,,,,,,,,,2022-12-01
,,,,,,,,,,,,,,,,2022-12-01
,,,,,,,,,,,,,,,,2022-12-01
,,,,,,,,,,,,,,,,2022-12-01
,,,,,,,,,,,,,,,,2022-12-01
,,,,,,,,,,,,,,,,2023-01-01
,,,,,,,,,,,,,,,,2023-01-01
,,,,,,,,,,,,,,,,2023-01-01
,,,,,,,,,,,,,,,,2023-01-01
,,,1,,,,,,,,,,,,,2023-01-01
,,,,,,,,,,,,,,,,2023-01-01
,,,,,,,,,,,,,,,,2023-01-01
,,,,,,,,,,,,,,,,2023-01-01
,,,,,,,,,,,,,,,,2023-01-01
,,,,,,,,,,,,,,,,2023-01-01
,,,,,,,,,,,,,,,,2023-01-01
,,,,,,,,,,,,,,,,2023-02-01
,,,,,,,,,,,,,,,,2023-02-01
,,,,,,,,,,,,,,,,2023-02-01
,,,,,,,,,,,,,,,,2023-02-01
,,,1,,,,,,,,,,,,,2023-02-01
,,,,,,,,,,,,,,,,2023-02-01
,,,,,,,,,,,,,,,,2023-02-01
,,,,,,,,,,,,,,,,2023-02-01
,,,,,,,,,,,,,,,,2023-02-01
,,,,,,,,,,,,,,,,2023-02-01
,,,,,,,,,,,,,,,,2023-02-01
,,,,,,,,,,,,,,,,2023-03-01
,,,,,,,,,,,,,,,,2023-03-01
,,,,,,,,,,,,,,,,2023-03-01
,,,,,,,,,,,,,,,,2023-03-01
,,,1,,,,,,,,,,,,,2023-03-01
,,,,,,,,,,,,,,,,2023-03-01
,,,,,,,,,,,,,,,,2023-03-01
,,,,,,,,,,,,,,,,2023-03-01
,,,,,,,,,,,,,,,,2023-03-01
,,,,,,,,,,,,,,,,2023-03-01
,,,,,,,,,,,,,,,,2023-03-01
,,,,,,,,,,,,,,,,2023-05-01
,,,,,,,,,,,,,,,,2023-05-01
,,,,,,,,,,,,,,,,2023-05-01
,,,,,,,,,,,,,,,,2023-05-01
,,,,,,,,,,,,,,,,2023-05-01
,,,,,,,,,,,,,,,,2023-05-01
,,,,,,,,,,,,,,,,2023-06-01
,,,,,,,,,,,,,,,,2023-06-01
,,,,,,,,,,,,,,,,2023-06-01
,,,,,,,,,,,,,,,,2023-06-01
,,,,,,,,,,,,,,,,2023-06-01
,,,,,,,,,,,,,,,,2023-06-01
,,,,,,,,,,,,,,,,2023-07-01
,,,,,,,,,,,,,,,,2023-07-01
,,,,,,,,,,,,,,,,2023-07-01
,,,,,,,,,,,,,,,,2023-07-01
,,,,,,,,,,,,,,,,2023-07-01
,,,,,,,,,,,,,,,,2023-07-01
,,,,,,,,,,,,,,,,2023-08-01
,,,,,,,,,,,,,,,,2023-08-01
,,,,,,,,,,,,,,,,2023-08-01
,,,,,,,,,,,,,,,,2023-08-01
,,,,,,,,,,,,,,,,2023-08-01
,,,,,,,,,,,,,,,,2023-08-01
,,,,,,,,,,,,,,,,2023-09-01
,,,,,,,,,,,,,,,,2023-09-01
,,,,,,,,,,,,,,,,2023-09-01
,,,,,,,,,,,,,,,,2023-09-01
,,,,,,,,,,,,,,,,2023-09-01
,,,,,,,,,,,,,,,,2023-09-01
,,,,,,,,,,,,,,,,2023-10-01
,,,,,,,,,,,,,,,,2023-10-01
,,,,,,,,,,,,,,,,2023-10-01
,,,,,,,,,,,,,,,,2023-10-01
,,,,,,,,,,,,,,,,2023-10-01
,,,,,,,,,,,,,,,,2023-10-01
,,,,,,,,,,,,,,,,2023-11-01
,,,,,,,,,,,,,,,,2023-11-01
,,,,,,,,,,,,,,,,2023-11-01
,,,,,,,,,,,,,,,,2023-11-01
,,,,,,,,,,,,,,,,2023-11-01
,,,,,,,,,,,,,,,,2023-11-01
,,,,,,,,,,,,,,,,2023-12-01
,,,,,,,,,,,,,,,,2023-12-01
,,,,,,,,,,,,,,,,2023-12-01
,,,,,,,,,,,,,,,,2023-12-01
,,,,,,,,,,,,,,,,2023-12-01
,,,,,,,,,,,,,,,,2023-12-01
,,,,,,,,,,,,,,,,2024-01-01
,,,,,,,,,,,,,,,,2024-01-01
,,,,,,,,,,,,,,,,2024-01-01
,,,,,,,,,,,,,,,,2024-01-01
,,,,,,,,,,,,,,,,2024-01-01
,,,,,,,,,,,,,,,,2024-01-01
,,,,,,,,,,,,,,,,2024-02-01
,,,,,,,,,,,,,,,,2024-02-01
,,,,,,,,,,,,,,,,2024-02-01
,,,,,,,,,,,,,,,,2024-02-01
,,,,,,,,,,,,,,,,2024-02-01
,,,,,,,,,,,,,,,,2024-02-01
,,,,,,,,,,,,,,,,2024-03-01
,,,,,,,,,,,,,,,,2024-03-01
,,,,,,,,,,,,,,,,2024-03-01
,,,,,,,,,,,,,,,,2024-03-01
,,,,,,,,,,,,,,,,2024-03-01
,,,,,,,,,,,,,,,,2024-03-01
,,,,,,,,,,,,,,,,2024-04-01
,,,,,,,,,,,,,,,,2024-04-01
,,,,,,,,,,,,,,,,2024-04-01
,,,,,,,,,,,,,,,,2024-04-01
,,,,,,,,,,,,,,,,2024-04-01
,,,,,,,,,,,,,,,,2024-04-01
,,,,,,,,,,,,,,,,2024-05-01
,,,,,,,,,,,,,,,,2024-05-01
,,,,,,,,,,,,,,,,2024-05-01
,,,,,,,,,,,,,,,,2024-05-01
,,,,,,,,,,,,,,,,2024-05-01
,,,,,,,,,,,,,,,,2024-05-01
,,,,,,,,,,,,,,,,2024-06-01
,,,,,,,,,,,,,,,,2024-06-01
,,,,,,,,,,,,,,,,2024-06-01
,,,,,,,,,,,,,,,,2024-06-01
,,,,,,,,,,,,,,,,2024-06-01
,,,,,,,,,,,,,,,,2024-06-01
,,,,,,,,,,,,,,,,2024-07-01
,,,,,,,,,,,,,,,,2024-07-01
,,,,,,,,,,,,,,,,2024-07-01
,,,,,,,,,,,,,,,,2024-07-01
,,,,,,,,,,,,,,,,2024-07-01
,,,,,,,,,,,,,,,,2024-07-01
,,,,,,,,,,,,,,,,2024-08-01
,,,,,,,,,,,,,,,,2024-08-01
,,,,,,,,,,,,,,,,2024-08-01
,,,,,,,,,,,,,,,,2024-08-01
,,,,,,,,,,,,,,,,2024-08-01
,,,,,,,,,,,,,,,,2024-08-01
,,,,,,,,,,,,,,,,2024-09-01
,,,,,,,,,,,,,,,,2024-09-01
,,,,,,,,,,,,,,,,2024-09-01
,,,,,,,,,,,,,,,,2024-09-01
,,,,,,,,,,,,,,,,2024-09-01
,,,,,,,,,,,,,,,,2024-09-01
,,,,,,,,,,,,,,,,2024-10-01
,,,,,,,,,,,,,,,,2024-10-01
,,,,,,,,,,,,,,,,2024-10-01
,,,,,,,,,,,,,,,,2024-10-01
,,,,,,,,,,,,,,,,2024-10-01
,,,,,,,,,,,,,,,,2024-10-01
,,,,,,,,,,,,,,,,2024-11-01
,,,,,,,,,,,,,,,,2024-11-01
,,,,,,,,,,,,,,,,2024-11-01
,,,,,,,,,,,,,,,,2024-11-01
,,,,,,,,,,,,,,,,2024-11-01
,,,,,,,,,,,,,,,,2024-11-01
,,,,,,,,,,,,,,,,2024-12-01
,,,,,,,,,,,,,,,,2024-12-01
,,,,,,,,,,,,,,,,2024-12-01
,,,,,,,,,,,,,,,,2024-12-01
,,,,,,,,,,,,,,,,2024-12-01
,,,,,,,,,,,,,,,,2024-12-01
,,,,,,,,,,,,,,,,2025-01-01
,,,,,,,,,,,,,,,,2025-01-01
,,,,,,,,,,,,,,,,2025-01-01
,,,,,,,,,,,,,,,,2025-01-01
,,,,,,,,,,,,,,,,2025-01-01
,,,,,,,,,,,,,,,,2025-01-01
,,,,,,,,,,,,,,,,2025-02-01
,,,,,,,,,,,,,,,,2025-02-01
,,,,,,,,,,,,,,,,2025-02-01
,,,,,,,,,,,,,,,,2025-02-01
,,,,,,,,,,,,,,,,2025-02-01
,,,,,,,,,,,,,,,,2025-02-01
,,,,,,,,,,,,,,,,2025-03-01
,,,,,,,,,,,,,,,,2025-03-01
,,,,,,,,,,,,,,,,2025-03-01
,,,,,,,,,,,,,,,,2025-03-01
,,,,,,,,,,,,,,,,2025-03-01
,,,,,,,,,,,,,,,,2025-03-01
,,,,,,,,,,,,,,,,2025-04-01
,,,,,,,,,,,,,,,,2025-04-01
,,,,,,,,,,,,,,,,2025-04-01
,,,,,,,,,,,,,,,,2025-04-01
,,,,,,,,,,,,,,,,2025-04-01
,,,,,,,,,,,,,,,,2025-04-01
,,,,,,,,,,,,,,,,2025-05-01
,,,,,,,,,,,,,,,,2025-05-01
,,,,,,,,,,,,,,,,2025-05-01
,,,,,,,,,,,,,,,,2025-05-01
,,,,,,,,,,,,,,,,2025-05-01
,,,,,,,,,,,,,,,,2025-05-01
,,,,,,,,,,,,,,,,2025-06-01
,,,,,,,,,,,,,,,,2025-06-01
,,,,,,,,,,,,,,,,2025-06-01
,,,,,,,,,,,,,,,,2025-06-01
,,,,,,,,,,,,,,,,2025-06-01
,,,,,,,,,,,,,,,,2025-06-01
,,,,,,,,,,,,,,,,2025-07-01
,,,,,,,,,,,,,,,,2025-07-01
,,,,,,,,,,,,,,,,2025-07-01
,,,,,,,,,,,,,,,,2025-07-01
,,,,,,,,,,,,,,,,2025-07-01
,,,,,,,,,,,,,,,,2025-07-01
,,,,,,,,,,,,,,,,2025-08-01
,,,,,,,,,,,,,,,,2025-08-01
,,,,,,,,,,,,,,,,2025-08-01
,,,,,,,,,,,,,,,,2025-08-01
,,,,,,,,,,,,,,,,2025-08-01
,,,,,,,,,,,,,,,,2025-08-01
,,,,,,,,,,,,,,,,2025-09-01
,,,,,,,,,,,,,,,,2025-09-01
,,,,,,,,,,,,,,,,2025-09-01
,,,,,,,,,,,,,,,,2025-09-01
,,,,,,,,,,,,,,,,2025-09-01
,,,,,,,,,,,,,,,,2025-09-01
,,,,,,,,,,,,,,,,2025-10-01
,,,,,,,,,,,,,,,,2025-10-01
,,,,,,,,,,,,,,,,2025-10-01
,,,,,,,,,,,,,,,,2025-10-01
,,,,,,,,,,,,,,,,2025-10-01
,,,,,,,,,,,,,,,,2025-10-01
,,,,,,,,,,,,,,,,2025-11-01
,,,,,,,,,,,,,,,,2025-11-01
,,,,,,,,,,,,,,,,2025-11-01
,,,,,,,,,,,,,,,,2025-11-01
,,,,,,,,,,,,,,,,2025-11-01
,,,,,,,,,,,,,,,,2025-11-01
,,,,,,,,,,,,,,,,2025-12-01
,,,,,,,,,,,,,,,,2025-12-01
,,,,,,,,,,,,,,,,2025-12-01
,,,,,,,,,,,,,,,,2025-12-01
,,,,,,,,,,,,,,,,2025-12-01
,,,,,,,,,,,,,,,,2025-12-01
Adjala-Tosorontio,143.7,510000,12,143.7,510000,12,,,,,,,,,,2015-07-01
Adjala-Tosorontio,140.8,499700,13.82,140.8,499700,13.82,,,,,,,,,,2015-08-01
Adjala-Tosorontio,142.7,506400,15.83,142.7,506400,15.83,,,,,,,,,,2015-09-01
Adjala-Tosorontio,138.4,491100,11.08,138.4,491100,11.08,,,,,,,,,,2015-10-01
Adjala-Tosorontio,145.4,516000,16.51,145.4,516000,16.51,,,,,,,,,,2015-11-01
Adjala-Tosorontio,150.3,533400,17.51,150.3,533400,17.51,,,,,,,,,,2015-12-01
Adjala-Tosorontio,152.1,539800,22.96,152.1,539800,22.96,,,,,,,,,,2016-01-01
Adjala-Tosorontio,146.1,518500,13.52,146.1,518500,13.52,,,,,,,,,,2016-02-01
Adjala-Tosorontio,148.9,528400,8.77,148.9,528400,8.77,,,,,,,,,,2016-03-01
Adjala-Tosorontio,153.6,545100,11.79,153.6,545100,11.79,,,,,,,,,,2016-04-01
Adjala-Tosorontio,154.1,546900,10.62,154.1,546900,10.62,,,,,,,,,,2016-05-01
Adjala-Tosorontio,158.7,563200,14.01,158.7,563200,14.01,,,,,,,,,,2016-06-01
Adjala-Tosorontio,163.2,579200,13.57,163.2,579200,13.57,,,,,,,,,,2016-07-01
Adjala-Tosorontio,165,585600,17.19,165,585600,17.19,,,,,,,,,,2016-08-01
Adjala-Tosorontio,168.2,596900,17.87,168.2,596900,17.87,,,,,,,,,,2016-09-01
Adjala-Tosorontio,170.9,606500,23.48,170.9,606500,23.48,,,,,,,,,,2016-10-01
Adjala-Tosorontio,171.9,610100,18.23,171.9,610100,18.23,,,,,,,,,,2016-11-01
Adjala-Tosorontio,177.2,628900,17.9,177.2,628900,17.9,,,,,,,,,,2016-12-01
Adjala-Tosorontio,180.7,641300,21.68,180.7,641300,21.68,,,,,,,,,,2017-01-01
Adjala-Tosorontio,189.5,672500,29.71,189.5,672500,29.71,,,,,,,,,,2017-02-01
Adjala-Tosorontio,196.6,697700,32.03,196.6,697700,32.03,,,,,,,,,,2017-03-01
Adjala-Tosorontio,202.5,718600,31.84,202.5,718600,31.84,,,,,,,,,,2017-04-01
Adjala-Tosorontio,202.6,719000,31.47,202.6,719000,31.47,,,,,,,,,,2017-05-01
Adjala-Tosorontio,238.6,718000,17.59,238.5,719300,17.55,,,,,,,,,,2017-06-01
Adjala-Tosorontio,232.9,700800,14.5,232.8,702200,14.51,,,,,,,,,,2017-07-01
Adjala-Tosorontio,234.1,704400,9.8,234.1,706100,9.8,,,,,,,,,,2017-08-01
Adjala-Tosorontio,238,716200,13.28,238,717800,13.28,,,,,,,,,,2017-09-01
Adjala-Tosorontio,227.8,685500,7.76,227.8,687100,7.76,,,,,,,,,,2017-10-01
Adjala-Tosorontio,221.4,666200,3.89,221.4,667800,3.94,,,,,,,,,,2017-11-01
Adjala-Tosorontio,216.3,650900,-1.5,216.2,652100,-1.5,,,,,,,,,,2017-12-01
Adjala-Tosorontio,221.4,666200,-3.36,221.3,667500,-3.4,,,,,,,,,,2018-01-01
Adjala-Tosorontio,217.9,655700,-10.29,217.8,656900,-10.33,,,,,,,,,,2018-02-01
Adjala-Tosorontio,226.2,680700,-11.54,226.1,681900,-11.58,,,,,,,,,,2018-03-01
Adjala-Tosorontio,221.6,666800,-14.8,221.5,668100,-14.84,,,,,,,,,,2018-04-01
Adjala-Tosorontio,223.1,671300,-10.37,223,672600,-10.41,,,,,,,,,,2018-05-01
Adjala-Tosorontio,215.2,647600,-9.81,214.9,648200,-9.9,,,,,,,,,,2018-06-01
Adjala-Tosorontio,210.1,632200,-9.79,209.8,632800,-9.88,,,,,,,,,,2018-07-01
Adjala-Tosorontio,222.9,670700,-4.7,222.6,671400,-4.83,,,,,,,,,,2018-08-01
Adjala-Tosorontio,224.4,675200,-7.35,224.1,675900,-7.47,,,,,,,,,,2018-09-01
Adjala-Tosorontio,223.5,672500,-1.72,223.2,673200,-1.85,,,,,,,,,,2018-10-01
Adjala-Tosorontio,213.1,641200,-3.57,212.8,641800,-3.71,,,,,,,,,,2018-11-01
Adjala-Tosorontio,214.8,646400,-0.42,214.6,647300,-0.51,,,,,,,,,,2018-12-01
Adjala-Tosorontio,214.4,645200,-2.94,214.2,646100,-2.99,,,,,,,,,,2019-01-01
Adjala-Tosorontio,218.6,657800,0.6,218.4,658700,0.6,,,,,,,,,,2019-02-01
Adjala-Tosorontio,224.4,675200,-0.66,224.2,676200,-0.71,,,,,,,,,,2019-03-01
Adjala-Tosorontio,222.4,669200,0.5,222.4,670800,0.59,,,,,,,,,,2019-04-01
Adjala-Tosorontio,226.5,681600,1.62,226.5,683200,1.71,,,,,,,,,,2019-05-01
Adjala-Tosorontio,230.9,694800,7.3,230.9,696400,7.4,,,,,,,,,,2019-06-01
Adjala-Tosorontio,224.4,675200,6.86,224.5,677100,7.06,,,,,,,,,,2019-07-01
Adjala-Tosorontio,223.4,672200,0.22,223.4,673800,0.36,,,,,,,,,,2019-08-01
Adjala-Tosorontio,221.8,667400,-1.16,221.8,669000,-1.03,,,,,,,,,,2019-09-01
Adjala-Tosorontio,224.4,675200,0.4,224.4,676800,0.54,,,,,,,,,,2019-10-01
Adjala-Tosorontio,234.3,705000,9.95,234.3,706700,10.1,,,,,,,,,,2019-11-01
Adjala-Tosorontio,230.2,692700,7.17,230.3,694600,7.32,,,,,,,,,,2019-12-01
Adjala-Tosorontio,233.7,703200,9,233.7,704900,9.1,,,,,,,,,,2020-01-01
Adjala-Tosorontio,233,701100,6.59,233,702800,6.68,,,,,,,,,,2020-02-01
Adjala-Tosorontio,238.5,717700,6.28,238.6,719600,6.42,,,,,,,,,,2020-03-01
Adjala-Tosorontio,241.4,726400,8.49,241.4,728100,8.49,,,,,,,,,,2020-04-01
Adjala-Tosorontio,243.2,731900,7.37,243.6,734800,7.6,,,,,,,,,,2020-05-01
Adjala-Tosorontio,247.5,744800,7.19,247.8,747500,7.32,,,,,,,,,,2020-06-01
Adjala-Tosorontio,256.4,771600,14.26,256.8,774600,14.39,,,,,,,,,,2020-07-01
Adjala-Tosorontio,262,788400,17.28,262.3,791200,17.41,,,,,,,,,,2020-08-01
Adjala-Tosorontio,264.3,795400,19.16,264.7,798400,19.34,,,,,,,,,,2020-09-01
Adjala-Tosorontio,273.2,822100,21.75,273.6,825300,21.93,,,,,,,,,,2020-10-01
Adjala-Tosorontio,279.9,842300,19.46,280.3,845500,19.63,,,,,,,,,,2020-11-01
Adjala-Tosorontio,292.1,879000,27.06,292.6,882600,27.22,,,,,,,,,,2020-12-01
Adjala-Tosorontio,298.5,898300,27.67,298.9,901600,27.84,,,,,,,,,,2021-01-01
Adjala-Tosorontio,318.3,957900,36.84,318.7,961300,37.02,,,,,,,,,,2021-02-01
Adjala-Tosorontio,325.1,978300,36.54,325.5,981800,36.71,,,,,,,,,,2021-03-01
Adjala-Tosorontio,328.8,989500,36.43,329.1,992700,36.56,,,,,,,,,,2021-04-01
Adjala-Tosorontio,319.6,854500,34.97,319.9,856500,34.87,,,,,,,,,,2021-05-01
Adjala-Tosorontio,318.7,852100,32.79,319.1,854400,32.74,,,,,,,,,,2021-06-01
